-226.07664554898156,431.9,0.2,0.0
-226.07664554898156,431.69999999999993,0.30000000000000004,0.04000000000000001
-226.11664554898152,431.4,0.20109562092634536,-0.020905692653530695
-226.095739856328,431.1989043790736,0.10304200717803125,-0.008740312845543777
-226.08699954348242,431.0958623718956,0.006080456575589643,-0.0034699483789298324
-226.08352959510353,431.08978191532003,-0.08954906357117151,-0.0050522865424816946
-226.078477308561,431.17933097889124,-0.1836082088263708,-0.013436665662415234
-226.06504064289857,431.36293918771764,-0.2758605480140346,-0.02856413682581506
-226.03647650607274,431.6387997357317,-0.3660718512730653,-0.05036753570080453
-225.9861089703719,432.0048715870048,-0.454010375430247,-0.07877156436593827
-225.90733740600592,432.45888196243504,-0.5394471463436046,-0.11369288304912066
-225.7936445229568,432.99832910877865,-0.6221562378721248,-0.1550402116642807
-225.6386043112925,433.62048534665075,-0.7019150471319583,-0.20271444102209618
-225.43588987027044,434.3224003937827,-0.7785045657037437,-0.2566087535792744
-225.1792811166912,435.10090495948646,-0.8517096464606315,-0.31660875357927437
-224.86267236311187,435.95261460594713,-0.9213192656919167,-0.38259260642591536
-224.480079756686,436.873933871639,-0.9871267802029251,-0.45443118712006475
-224.025648569566,437.86106065184197,-1.0489301790779146,-0.5319882375785594
-223.49366033198748,438.9099908309199,-1.106532329799259,-0.615120532643691
-222.8785397993438,440.0165231607192,-1.1597412184230547,-0.7036780545809989
-222.17486174476278,441.17626437914225,-1.2083701835185334,-0.7975041758527704
-221.37735756891004,442.38463456266084,-1.2522381435862635,-0.8964358499445699
-220.48092171896542,443.6368727062471,-1.2911698176780628,-1.0003038100123
-219.48061790895315,444.9280425239252,-1.3249959389498345,-1.1089327751077789
-218.3716851338454,446.2530384628751,-1.3535534608871422,-1.2221416637315745
-217.14954347011383,447.60659192376227,-1.3766857559522738,-1.3397438144529188
-215.80979965566087,448.98327767971455,-1.3942428064107684,-1.4615472133279082
-214.34825244233298,450.37752048612526,-1.4060813871049176,-1.5873547278389164
-212.76089771449404,451.78360187323017,-1.4120652399515585,-1.7169643470702016
-211.04393336742385,453.1956671131817,-1.4120652399515585,-1.8501694278270893
-209.1937639395968,454.6077323531332,-1.4059595525087367,-1.9867589463988746
-207.20700499319798,456.01369190564196,-1.3059595525087366,-1.9467589463988746
-205.26024604679912,457.3196514581507,-1.2059595525087365,-1.9067589463988746
-203.35348710040023,458.5256110106594,-1.1059595525087365,-1.8667589463988745
